display,name_kr,name_en,ticker,type,enabled,aliases
동일제강,동일제강,,002690.KS,company,1,
리드코프,리드코프,,012700.KQ,company,1,
잉크테크,잉크테크,,049550.KQ,company,1,
애경산업,애경산업,,018250.KS,company,1,
아이엠티,아이엠티,,451220.KQ,company,1,
듀오백,듀오백,,073190.KQ,company,1,
디앤디플랫폼리츠,디앤디플랫폼리츠,,377190.KS,company,1,
영보화학,영보화학,,014440.KS,company,1,
파라텍,파라텍,,033540.KQ,company,1,
벨로크,벨로크,,424760.KQ,company,1,
아셈스,아셈스,,136410.KQ,company,1,
케이엠더블유,케이엠더블유,,032500.KQ,company,1,
위드텍,위드텍,,348350.KQ,company,1,
금양그린파워,금양그린파워,,282720.KQ,company,1,
이스타코,이스타코,,015020.KS,company,1,
삼보산업,삼보산업,,009620.KQ,company,1,
해성산업,해성산업,,034810.KQ,company,1,
동우팜투테이블,동우팜투테이블,,088910.KQ,company,1,
와이엠,와이엠,,007530.KQ,company,1,
교보15호스팩,교보15호스팩,,465320.KQ,company,1,
와이바이오로직스,와이바이오로직스,,338840.KQ,company,1,
현대힘스,현대힘스,,460930.KQ,company,1,
신영와코루,신영와코루,,005800.KS,company,1,
노바텍,노바텍,,285490.KQ,company,1,
하나제약,하나제약,,293480.KS,company,1,
우리손에프앤지,우리손에프앤지,,073560.KQ,company,1,
HD현대인프라코어,HD현대인프라코어,,042670.KS,company,1,
마이크로투나노,마이크로투나노,,424980.KQ,company,1,
삼영엠텍,삼영엠텍,,054540.KQ,company,1,
LS증권,LS증권,,078020.KQ,company,1,
KB제29호스팩,KB제29호스팩,,478390.KQ,company,1,
포시에스,포시에스,,189690.KQ,company,1,
HRS,HRS,,036640.KQ,company,1,
모베이스,모베이스,,101330.KQ,company,1,
HD현대미포,HD현대미포,,010620.KS,company,1,
네이블,네이블,,153460.KQ,company,1,
대명에너지,대명에너지,,389260.KQ,company,1,
CJ프레시웨이,CJ프레시웨이,,051500.KQ,company,1,
마스턴프리미어리츠,마스턴프리미어리츠,,357430.KS,company,1,
TYM,TYM,,002900.KS,company,1,
메타랩스,메타랩스,,090370.KS,company,1,
코나아이,코나아이,,052400.KQ,company,1,
제주반도체,제주반도체,,080220.KQ,company,1,
오성첨단소재,오성첨단소재,,052420.KQ,company,1,
엔지스테크널러지,엔지스테크널러지,,208860.KQ,company,1,
한국제15호스팩,한국제15호스팩,,479880.KQ,company,1,
이원컴포텍,이원컴포텍,,088290.KQ,company,1,
대모,대모,,317850.KQ,company,1,
구영테크,구영테크,,053270.KQ,company,1,
HL D&I,HL D&I,,014790.KS,company,1,
라온피플,라온피플,,300120.KQ,company,1,
알서포트,알서포트,,131370.KQ,company,1,
에이치브이엠,에이치브이엠,,295310.KQ,company,1,
쏘카,쏘카,,403550.KS,company,1,
케이비아이동국실업,케이비아이동국실업,,001620.KS,company,1,
에이피알,에이피알,,278470.KS,company,1,
한솔아이원스,한솔아이원스,,114810.KQ,company,1,
성우하이텍,성우하이텍,,015750.KQ,company,1,
웰바이오텍,웰바이오텍,,010600.KS,company,1,
태경산업,태경산업,,015890.KS,company,1,
제이티,제이티,,089790.KQ,company,1,
디에이테크놀로지,디에이테크놀로지,,196490.KQ,company,1,
카카오게임즈,카카오게임즈,,293490.KQ,company,1,
시지트로닉스,시지트로닉스,,429270.KQ,company,1,
IBKS제23호스팩,IBKS제23호스팩,,467930.KQ,company,1,
차이커뮤니케이션,차이커뮤니케이션,,351870.KQ,company,1,
알루코,알루코,,001780.KS,company,1,
한창,한창,,005110.KS,company,1,
에스트래픽,에스트래픽,,234300.KQ,company,1,
SK이터닉스,SK이터닉스,,475150.KS,company,1,
브이엠,브이엠,,089970.KQ,company,1,
하나33호스팩,하나33호스팩,,475250.KQ,company,1,
NHN벅스,NHN벅스,,104200.KQ,company,1,
대신정보통신,대신정보통신,,020180.KQ,company,1,
노을,노을,,376930.KQ,company,1,
동국제강,동국제강,,460860.KS,company,1,
휴네시온,휴네시온,,290270.KQ,company,1,
이베스트스팩6호,이베스트스팩6호,,478110.KQ,company,1,
아스트,아스트,,067390.KQ,company,1,
교보16호스팩,교보16호스팩,,482520.KQ,company,1,
엔피케이,엔피케이,,048830.KQ,company,1,
진흥기업,진흥기업,,002780.KS,company,1,
SK하이닉스,SK하이닉스,,000660.KS,company,1,
에스엠,에스엠,,041510.KQ,company,1,
한솔홀딩스,한솔홀딩스,,004150.KS,company,1,
한국정보인증,한국정보인증,,053300.KQ,company,1,
SK,SK,,034730.KS,company,1,
JW홀딩스,JW홀딩스,,096760.KS,company,1,
엠아이텍,엠아이텍,,179290.KQ,company,1,
로지시스,로지시스,,067730.KQ,company,1,
예림당,예림당,,036000.KQ,company,1,
솔트룩스,솔트룩스,,304100.KQ,company,1,
효성 ITX,효성 ITX,,094280.KS,company,1,
탑머티리얼,탑머티리얼,,360070.KQ,company,1,
세중,세중,,039310.KQ,company,1,
아이진,아이진,,185490.KQ,company,1,
신한알파리츠,신한알파리츠,,293940.KS,company,1,
디오,디오,,039840.KQ,company,1,
에이프로,에이프로,,262260.KQ,company,1,
삼성E&A,삼성E&A,,028050.KS,company,1,
모아라이프플러스,모아라이프플러스,,142760.KQ,company,1,
윈팩,윈팩,,097800.KQ,company,1,
뉴보텍,뉴보텍,,060260.KQ,company,1,
서연,서연,,007860.KS,company,1,
메가터치,메가터치,,446540.KQ,company,1,
인콘,인콘,,083640.KQ,company,1,
하이로닉,하이로닉,,149980.KQ,company,1,
SGA솔루션즈,SGA솔루션즈,,184230.KQ,company,1,
화신정공,화신정공,,126640.KQ,company,1,
시알홀딩스,시알홀딩스,,000480.KS,company,1,
나이스디앤비,나이스디앤비,,130580.KQ,company,1,
유안타제15호스팩,유안타제15호스팩,,473050.KQ,company,1,
인바이오젠,인바이오젠,,101140.KS,company,1,
삼영무역,삼영무역,,002810.KS,company,1,
케이이엠텍,케이이엠텍,,106080.KQ,company,1,
보령,보령,,003850.KS,company,1,
사람인,사람인,,143240.KQ,company,1,
일월지엠엘,일월지엠엘,,178780.KQ,company,1,
레뷰코퍼레이션,레뷰코퍼레이션,,443250.KQ,company,1,
듀켐바이오,듀켐바이오,,176750.KQ,company,1,
경보제약,경보제약,,214390.KS,company,1,
판타지오,판타지오,,032800.KQ,company,1,
한진칼,한진칼,,180640.KS,company,1,
프레스티지바이오파마,프레스티지바이오파마,,950210.KS,company,1,
SK스퀘어,SK스퀘어,,402340.KS,company,1,
티디에스팜,티디에스팜,,464280.KQ,company,1,
원풍물산,원풍물산,,008290.KQ,company,1,
BF랩스,BF랩스,,139050.KQ,company,1,
케이씨,케이씨,,029460.KS,company,1,
플래스크,플래스크,,041590.KQ,company,1,
엘앤씨바이오,엘앤씨바이오,,290650.KQ,company,1,
대산F&B,대산F&B,,065150.KQ,company,1,
동국생명과학,동국생명과학,,303810.KQ,company,1,
한텍,한텍,,098070.KQ,company,1,
대유에이텍,대유에이텍,,002880.KS,company,1,
CJ ENM,CJ ENM,,035760.KQ,company,1,
오름테라퓨틱,오름테라퓨틱,,475830.KQ,company,1,
공구우먼,공구우먼,,366030.KQ,company,1,
프리엠스,프리엠스,,053160.KQ,company,1,
신성델타테크,신성델타테크,,065350.KQ,company,1,
덕신이피씨,덕신이피씨,,090410.KQ,company,1,
태웅로직스,태웅로직스,,124560.KQ,company,1,
지아이이노베이션,지아이이노베이션,,358570.KQ,company,1,
티씨케이,티씨케이,,064760.KQ,company,1,
바이브컴퍼니,바이브컴퍼니,,301300.KQ,company,1,
올릭스,올릭스,,226950.KQ,company,1,
웹케시,웹케시,,053580.KQ,company,1,
피앤씨테크,피앤씨테크,,237750.KQ,company,1,
케이아이엔엑스,케이아이엔엑스,,093320.KQ,company,1,
우리바이오,우리바이오,,082850.KQ,company,1,
위메이드맥스,위메이드맥스,,101730.KQ,company,1,
에스엠씨지,에스엠씨지,,460870.KQ,company,1,
엠디바이스,엠디바이스,,226590.KQ,company,1,
지엔코,지엔코,,065060.KQ,company,1,
아진전자부품,아진전자부품,,009320.KS,company,1,
KH 미래물산,KH 미래물산,,111870.KQ,company,1,
KC코트렐,KC코트렐,,119650.KS,company,1,
서산,서산,,079650.KQ,company,1,
삼화왕관,삼화왕관,,004450.KS,company,1,
상상인증권,상상인증권,,001290.KS,company,1,
에이럭스,에이럭스,,475580.KQ,company,1,
덕산하이메탈,덕산하이메탈,,077360.KQ,company,1,
덕산네오룩스,덕산네오룩스,,213420.KQ,company,1,
토박스코리아,토박스코리아,,215480.KQ,company,1,
라메디텍,라메디텍,,462510.KQ,company,1,
큐로셀,큐로셀,,372320.KQ,company,1,
SJG세종,SJG세종,,033530.KS,company,1,
리파인,리파인,,377450.KQ,company,1,
에이유브랜즈,에이유브랜즈,,481070.KQ,company,1,
케이바이오,케이바이오,,038530.KQ,company,1,
엣지파운드리,엣지파운드리,,105550.KQ,company,1,
하이브,하이브,,352820.KS,company,1,
한화,한화,,000880.KS,company,1,
블루엠텍,블루엠텍,,439580.KQ,company,1,
롯데손해보험,롯데손해보험,,000400.KS,company,1,
호전실업,호전실업,,111110.KS,company,1,
신진에스엠,신진에스엠,,138070.KQ,company,1,
미래에셋비전스팩4호,미래에셋비전스팩4호,,477380.KQ,company,1,
경남제약,경남제약,,053950.KQ,company,1,
다원넥스뷰,다원넥스뷰,,323350.KQ,company,1,
트윔,트윔,,290090.KQ,company,1,
SKAI,SKAI,,357880.KQ,company,1,
진양폴리우레탄,진양폴리우레탄,,010640.KS,company,1,
현대모비스,현대모비스,,012330.KS,company,1,
체리부로,체리부로,,066360.KQ,company,1,
성안머티리얼스,성안머티리얼스,,011300.KS,company,1,
두올,두올,,016740.KS,company,1,
캠시스,캠시스,,050110.KQ,company,1,
모니터랩,모니터랩,,434480.KQ,company,1,
코어라인소프트,코어라인소프트,,384470.KQ,company,1,
와이엔텍,와이엔텍,,067900.KQ,company,1,
디앤디파마텍,디앤디파마텍,,347850.KQ,company,1,
메가스터디교육,메가스터디교육,,215200.KQ,company,1,
바이오솔루션,바이오솔루션,,086820.KQ,company,1,
포스코인터내셔널,포스코인터내셔널,,047050.KS,company,1,
삼일제약,삼일제약,,000520.KS,company,1,
파미셀,파미셀,,005690.KS,company,1,
형지엘리트,형지엘리트,,093240.KS,company,1,
현대자동차,현대자동차,,005380.KS,company,1,
디비금융스팩12호,디비금융스팩12호,,477760.KQ,company,1,
리가켐바이오,리가켐바이오,,141080.KQ,company,1,
대주산업,대주산업,,003310.KQ,company,1,
바텍,바텍,,043150.KQ,company,1,
인바디,인바디,,041830.KQ,company,1,
JW생명과학,JW생명과학,,234080.KS,company,1,
GKL,GKL,,114090.KS,company,1,
쌍방울,쌍방울,,102280.KS,company,1,
에이직랜드,에이직랜드,,445090.KQ,company,1,
지더블유바이텍,지더블유바이텍,,036180.KQ,company,1,
테라사이언스,테라사이언스,,073640.KQ,company,1,
교보17호스팩,교보17호스팩,,489210.KQ,company,1,
신한제14호스팩,신한제14호스팩,,487360.KQ,company,1,
신흥,신흥,,004080.KS,company,1,
CJ씨푸드,CJ씨푸드,,011150.KS,company,1,
신도리코,신도리코,,029530.KS,company,1,
한온시스템,한온시스템,,018880.KS,company,1,
투비소프트,투비소프트,,079970.KQ,company,1,
아시아나항공,아시아나항공,,020560.KS,company,1,
에어부산,에어부산,,298690.KS,company,1,
신라에스지,신라에스지,,025870.KQ,company,1,
이지케어텍,이지케어텍,,099750.KQ,company,1,
신한제15호스팩,신한제15호스팩,,487830.KQ,company,1,
사이냅소프트,사이냅소프트,,466410.KQ,company,1,
하나34호스팩,하나34호스팩,,484130.KQ,company,1,
명문제약,명문제약,,017180.KS,company,1,
글로본,글로본,,019660.KQ,company,1,
한국전력공사,한국전력공사,,015760.KS,company,1,
케이씨씨,케이씨씨,,002380.KS,company,1,
푸드나무,푸드나무,,290720.KQ,company,1,
한국비티비,한국비티비,,219750.KQ,company,1,
시프트업,시프트업,,462870.KS,company,1,
한국특강,한국특강,,007280.KS,company,1,
창해에탄올,창해에탄올,,004650.KQ,company,1,
세아제강지주,세아제강지주,,003030.KS,company,1,
나이스정보통신,나이스정보통신,,036800.KQ,company,1,
KX하이텍,KX하이텍,,052900.KQ,company,1,
자이에스앤디,자이에스앤디,,317400.KS,company,1,
HD현대마린솔루션,HD현대마린솔루션,,443060.KS,company,1,
옵투스제약,옵투스제약,,131030.KQ,company,1,
HD현대일렉트릭,HD현대일렉트릭,,267260.KS,company,1,
파마리서치,파마리서치,,214450.KQ,company,1,
제일약품,제일약품,,271980.KS,company,1,
지씨셀,지씨셀,,144510.KQ,company,1,
엔에프씨,엔에프씨,,265740.KQ,company,1,
성호전자,성호전자,,043260.KQ,company,1,
서연탑메탈,서연탑메탈,,019770.KQ,company,1,
에이엘티,에이엘티,,172670.KQ,company,1,
큐라티스,큐라티스,,348080.KQ,company,1,
한화오션,한화오션,,042660.KS,company,1,
팜스코,팜스코,,036580.KS,company,1,
소프트캠프,소프트캠프,,258790.KQ,company,1,
루미르,루미르,,474170.KQ,company,1,
스타플렉스,스타플렉스,,115570.KQ,company,1,
피아이이,피아이이,,452450.KQ,company,1,
와이즈넛,와이즈넛,,096250.KQ,company,1,
LG씨엔에스,LG씨엔에스,,064400.KS,company,1,
동국S&C,동국S&C,,100130.KQ,company,1,
휴비스,휴비스,,079980.KS,company,1,
케이씨티,케이씨티,,089150.KQ,company,1,
현대오토에버,현대오토에버,,307950.KS,company,1,
동아엘텍,동아엘텍,,088130.KQ,company,1,
세이브존I&C,세이브존I&C,,067830.KS,company,1,
픽셀플러스,픽셀플러스,,087600.KQ,company,1,
HD현대중공업,HD현대중공업,,329180.KS,company,1,
엑시콘,엑시콘,,092870.KQ,company,1,
케이사인,케이사인,,192250.KQ,company,1,
쎄노텍,쎄노텍,,222420.KQ,company,1,
신시웨이,신시웨이,,290560.KQ,company,1,
하나32호스팩,하나32호스팩,,475240.KQ,company,1,
삐아,삐아,,451250.KQ,company,1,
알티캐스트,알티캐스트,,085810.KQ,company,1,
계룡건설산업,계룡건설산업,,013580.KS,company,1,
엠젠솔루션,엠젠솔루션,,032790.KQ,company,1,
NH올원리츠,NH올원리츠,,400760.KS,company,1,
드래곤플라이,드래곤플라이,,030350.KQ,company,1,
백금T&A,백금T&A,,046310.KQ,company,1,
에스비비테크,에스비비테크,,389500.KQ,company,1,
SGC에너지,SGC에너지,,005090.KS,company,1,
TP,TP,,007980.KS,company,1,
NICE평가정보,NICE평가정보,,030190.KS,company,1,
에이텍,에이텍,,045660.KQ,company,1,
켐트로닉스,켐트로닉스,,089010.KQ,company,1,
인카금융서비스,인카금융서비스,,211050.KQ,company,1,
휴온스,휴온스,,243070.KQ,company,1,
매일유업,매일유업,,267980.KQ,company,1,
엔시스,엔시스,,333620.KQ,company,1,
모코엠시스,모코엠시스,,333050.KQ,company,1,
비아이매트릭스,비아이매트릭스,,413640.KQ,company,1,
M83,M83,,476080.KQ,company,1,
에스지헬스케어,에스지헬스케어,,398120.KQ,company,1,
인트론바이오,인트론바이오,,048530.KQ,company,1,
중앙백신,중앙백신,,072020.KQ,company,1,
펩트론,펩트론,,087010.KQ,company,1,
메디포스트,메디포스트,,078160.KQ,company,1,
씨에스베어링,씨에스베어링,,297090.KQ,company,1,
씨에스윈드,씨에스윈드,,112610.KS,company,1,
크리스에프앤씨,크리스에프앤씨,,110790.KQ,company,1,
FSN,FSN,,214270.KQ,company,1,
삼표시멘트,삼표시멘트,,038500.KQ,company,1,
KTis,KTis,,058860.KS,company,1,
그린생명과학,그린생명과학,,114450.KQ,company,1,
메디톡스,메디톡스,,086900.KQ,company,1,
삼성바이오로직스,삼성바이오로직스,,207940.KS,company,1,
테고사이언스,테고사이언스,,191420.KQ,company,1,
유틸렉스,유틸렉스,,263050.KQ,company,1,
셀레믹스,셀레믹스,,331920.KQ,company,1,
SK바이오사이언스,SK바이오사이언스,,302440.KS,company,1,
계양전기,계양전기,,012200.KS,company,1,
나라엠앤디,나라엠앤디,,051490.KQ,company,1,
에이테크솔루션,에이테크솔루션,,071670.KQ,company,1,
디어유,디어유,,376300.KQ,company,1,
이건산업,이건산업,,008250.KS,company,1,
SGC E&C,SGC E&C,,016250.KQ,company,1,
콜마홀딩스,콜마홀딩스,,024720.KS,company,1,
주성코퍼레이션,주성코퍼레이션,,109070.KS,company,1,
국영지앤엠,국영지앤엠,,006050.KQ,company,1,
엘에스일렉트릭,엘에스일렉트릭,,010120.KS,company,1,
원일특강,원일특강,,012620.KQ,company,1,
휴니드테크놀러지스,휴니드테크놀러지스,,005870.KS,company,1,
SM C&C,SM C&C,,048550.KQ,company,1,
엔에스이엔엠,엔에스이엔엠,,078860.KQ,company,1,
엘앤케이바이오,엘앤케이바이오,,156100.KQ,company,1,
하이퍼코퍼레이션,하이퍼코퍼레이션,,065650.KQ,company,1,
모델솔루션,모델솔루션,,417970.KQ,company,1,
지아이텍,지아이텍,,382480.KQ,company,1,
하이비젼시스템,하이비젼시스템,,126700.KQ,company,1,
유신,유신,,054930.KQ,company,1,
이엔플러스,이엔플러스,,074610.KS,company,1,
초록뱀미디어,초록뱀미디어,,047820.KQ,company,1,
디와이피엔에프,디와이피엔에프,,104460.KQ,company,1,
티엔엔터테인먼트,티엔엔터테인먼트,,131100.KQ,company,1,
한양디지텍,한양디지텍,,078350.KQ,company,1,
남성,남성,,004270.KS,company,1,
카티스,카티스,,140430.KQ,company,1,
국일신동,국일신동,,060480.KQ,company,1,
롯데칠성음료,롯데칠성음료,,005300.KS,company,1,
유비케어,유비케어,,032620.KQ,company,1,
삼성전자,삼성전자,,005930.KS,company,1,
오공,오공,,045060.KQ,company,1,
LS마린솔루션,LS마린솔루션,,060370.KQ,company,1,
삼호개발,삼호개발,,010960.KS,company,1,
희림,희림,,037440.KQ,company,1,
롯데케미칼,롯데케미칼,,011170.KS,company,1,
현대바이오,현대바이오,,048410.KQ,company,1,
에프앤가이드,에프앤가이드,,064850.KQ,company,1,
LG유플러스,LG유플러스,,032640.KS,company,1,
머큐리,머큐리,,100590.KQ,company,1,
신세계푸드,신세계푸드,,031440.KS,company,1,
웰크론한텍,웰크론한텍,,076080.KQ,company,1,
CJ CGV,CJ CGV,,079160.KS,company,1,
타이거일렉,타이거일렉,,219130.KQ,company,1,
아이스크림미디어,아이스크림미디어,,461300.KQ,company,1,
워트,워트,,396470.KQ,company,1,
NPX,NPX,,222160.KQ,company,1,
바이젠셀,바이젠셀,,308080.KQ,company,1,
RF머트리얼즈,RF머트리얼즈,,327260.KQ,company,1,
우양에이치씨,우양에이치씨,,101970.KQ,company,1,
한미반도체,한미반도체,,042700.KS,company,1,
아모센스,아모센스,,357580.KQ,company,1,
동국산업,동국산업,,005160.KQ,company,1,
스틱인베스트먼트,스틱인베스트먼트,,026890.KS,company,1,
피제이메탈,피제이메탈,,128660.KQ,company,1,
국도화학,국도화학,,007690.KS,company,1,
캔버스엔,캔버스엔,,210120.KQ,company,1,
딥노이드,딥노이드,,315640.KQ,company,1,
삼영이엔씨,삼영이엔씨,,065570.KQ,company,1,
대원제약,대원제약,,003220.KS,company,1,
에코캡,에코캡,,128540.KQ,company,1,
지란지교시큐리티,지란지교시큐리티,,208350.KQ,company,1,
RFHIC,RFHIC,,218410.KQ,company,1,
심텍,심텍,,222800.KQ,company,1,
셀바이오휴먼텍,셀바이오휴먼텍,,318160.KQ,company,1,
크라우드웍스,크라우드웍스,,355390.KQ,company,1,
에이에스텍,에이에스텍,,453860.KQ,company,1,
조선내화,조선내화,,462520.KS,company,1,
금호타이어,금호타이어,,073240.KS,company,1,
뱅크웨어글로벌,뱅크웨어글로벌,,199480.KQ,company,1,
선진뷰티사이언스,선진뷰티사이언스,,086710.KQ,company,1,
티에스아이,티에스아이,,277880.KQ,company,1,
이엔셀,이엔셀,,456070.KQ,company,1,
모티브링크,모티브링크,,463480.KQ,company,1,
에코프로머티,에코프로머티,,450080.KS,company,1,
CJ대한통운,CJ대한통운,,000120.KS,company,1,
한양이엔지,한양이엔지,,045100.KQ,company,1,
SK증권,SK증권,,001510.KS,company,1,
로보스타,로보스타,,090360.KQ,company,1,
하나머티리얼즈,하나머티리얼즈,,166090.KQ,company,1,
아이에스티이,아이에스티이,,212710.KQ,company,1,
KB제31호스팩,KB제31호스팩,,492220.KQ,company,1,
세아메카닉스,세아메카닉스,,396300.KQ,company,1,
대우건설,대우건설,,047040.KS,company,1,
클로봇,클로봇,,466100.KQ,company,1,
현대홈쇼핑,현대홈쇼핑,,057050.KS,company,1,
에스퓨얼셀,에스퓨얼셀,,288620.KQ,company,1,
디비금융제13호스팩,디비금융제13호스팩,,489730.KQ,company,1,
한국제12호스팩,한국제12호스팩,,458610.KQ,company,1,
상지건설,상지건설,,042940.KQ,company,1,
메타케어,메타케어,,118000.KS,company,1,
LIG넥스원,LIG넥스원,,079550.KS,company,1,
효성중공업,효성중공업,,298040.KS,company,1,
글로벌에스엠,글로벌에스엠,,900070.KQ,company,1,
IBKS제21호스팩,IBKS제21호스팩,,442770.KQ,company,1,
IBKS제22호스팩,IBKS제22호스팩,,448760.KQ,company,1,
해성에어로보틱스,해성에어로보틱스,,059270.KQ,company,1,
그린리소스,그린리소스,,402490.KQ,company,1,
제일엠앤에스,제일엠앤에스,,412540.KQ,company,1,
딜리,딜리,,131180.KQ,company,1,
대웅,대웅,,003090.KS,company,1,
인성정보,인성정보,,033230.KQ,company,1,
엠에스오토텍,엠에스오토텍,,123040.KQ,company,1,
비케이홀딩스,비케이홀딩스,,050090.KQ,company,1,
동진쎄미켐,동진쎄미켐,,005290.KQ,company,1,
에스에프에이,에스에프에이,,056190.KQ,company,1,
한울반도체,한울반도체,,320000.KQ,company,1,
에이치이엠파마,에이치이엠파마,,376270.KQ,company,1,
한전기술,한전기술,,052690.KS,company,1,
윈스테크넷,윈스테크넷,,136540.KQ,company,1,
국보,국보,,001140.KS,company,1,
알톤,알톤,,123750.KQ,company,1,
평화홀딩스,평화홀딩스,,010770.KS,company,1,
네패스,네패스,,033640.KQ,company,1,
카카오,카카오,,035720.KS,company,1,
엔씨소프트,엔씨소프트,,036570.KS,company,1,
케이티스카이라이프,케이티스카이라이프,,053210.KS,company,1,
오르비텍,오르비텍,,046120.KQ,company,1,
한세엠케이,한세엠케이,,069640.KS,company,1,
이닉스,이닉스,,452400.KQ,company,1,
종근당바이오,종근당바이오,,063160.KS,company,1,
대웅제약,대웅제약,,069620.KS,company,1,
팬엔터테인먼트,팬엔터테인먼트,,068050.KQ,company,1,
하나마이크론,하나마이크론,,067310.KQ,company,1,
SK네트웍스,SK네트웍스,,001740.KS,company,1,
HS효성,HS효성,,487570.KS,company,1,
피에스텍,피에스텍,,002230.KQ,company,1,
엔피,엔피,,291230.KQ,company,1,
아이씨에이치,아이씨에이치,,368600.KQ,company,1,
코닉오토메이션,코닉오토메이션,,391710.KQ,company,1,
유안타제16호스팩,유안타제16호스팩,,474490.KQ,company,1,
POSCO홀딩스,POSCO홀딩스,,005490.KS,company,1,
롯데정밀화학,롯데정밀화학,,004000.KS,company,1,
신세계인터내셔날,신세계인터내셔날,,031430.KS,company,1,
동일고무벨트,동일고무벨트,,163560.KS,company,1,
유라클,유라클,,088340.KQ,company,1,
농심,농심,,004370.KS,company,1,
동양고속,동양고속,,084670.KS,company,1,
에이플러스에셋,에이플러스에셋,,244920.KS,company,1,
이마트,이마트,,139480.KS,company,1,
넥스트바이오메디컬,넥스트바이오메디컬,,389650.KQ,company,1,
씨메스,씨메스,,475400.KQ,company,1,
씨아이에스,씨아이에스,,222080.KQ,company,1,
케이디켐,케이디켐,,221980.KQ,company,1,
폴라리스우노,폴라리스우노,,114630.KQ,company,1,
홈캐스트,홈캐스트,,064240.KQ,company,1,
케이엔알시스템,케이엔알시스템,,199430.KQ,company,1,
파인텍,파인텍,,131760.KQ,company,1,
코리안리,코리안리,,003690.KS,company,1,
비츠로테크,비츠로테크,,042370.KQ,company,1,
F&F 홀딩스,F&F 홀딩스,,007700.KS,company,1,
KZ정밀,KZ정밀,,036560.KQ,company,1,
팬스타엔터프라이즈,팬스타엔터프라이즈,,054300.KQ,company,1,
신세계I&C,신세계I&C,,035510.KS,company,1,
탑코미디어,탑코미디어,,134580.KQ,company,1,
F&F,F&F,,383220.KS,company,1,
KB발해인프라,KB발해인프라,,415640.KS,company,1,
RF시스템즈,RF시스템즈,,474610.KQ,company,1,
INVENI,INVENI,,015360.KS,company,1,
대한뉴팜,대한뉴팜,,054670.KQ,company,1,
동국씨엠,동국씨엠,,460850.KS,company,1,
엠앤씨솔루션,엠앤씨솔루션,,484870.KS,company,1,
오늘이엔엠,오늘이엔엠,,192410.KQ,company,1,
아이비젼웍스,아이비젼웍스,,469750.KQ,company,1,
SB성보,SB성보,,003080.KS,company,1,
유니켐,유니켐,,011330.KS,company,1,
씨씨에스,씨씨에스,,066790.KQ,company,1,
골프존홀딩스,골프존홀딩스,,121440.KQ,company,1,
젝시믹스,젝시믹스,,337930.KQ,company,1,
지놈앤컴퍼니,지놈앤컴퍼니,,314130.KQ,company,1,
현대무벡스,현대무벡스,,319400.KQ,company,1,
네패스아크,네패스아크,,330860.KQ,company,1,
범한퓨얼셀,범한퓨얼셀,,382900.KQ,company,1,
에이치엔에스하이텍,에이치엔에스하이텍,,044990.KQ,company,1,
웨이비스,웨이비스,,289930.KQ,company,1,
SUN&L,SUN&L,,002820.KS,company,1,
엔켐,엔켐,,348370.KQ,company,1,
대신밸런스제18호스팩,대신밸런스제18호스팩,,478780.KQ,company,1,
미창석유공업,미창석유공업,,003650.KS,company,1,
에이프로젠,에이프로젠,,007460.KS,company,1,
유진테크놀로지,유진테크놀로지,,240600.KQ,company,1,
디앤씨미디어,디앤씨미디어,,263720.KQ,company,1,
우림피티에스,우림피티에스,,101170.KQ,company,1,
셀루메드,셀루메드,,049180.KQ,company,1,
엘케이켐,엘케이켐,,489500.KQ,company,1,
한화엔진,한화엔진,,082740.KS,company,1,
헥토파이낸셜,헥토파이낸셜,,234340.KQ,company,1,
다올투자증권,다올투자증권,,030210.KS,company,1,
대호특수강,대호특수강,,021040.KQ,company,1,
오스테오닉,오스테오닉,,226400.KQ,company,1,
플레이그램,플레이그램,,009810.KS,company,1,
엠브레인,엠브레인,,169330.KQ,company,1,
그리드위즈,그리드위즈,,453450.KQ,company,1,
무림P&P,무림P&P,,009580.KS,company,1,
무림SP,무림SP,,001810.KQ,company,1,
아이씨티케이,아이씨티케이,,456010.KQ,company,1,
한국기업평가,한국기업평가,,034950.KQ,company,1,
동신건설,동신건설,,025950.KQ,company,1,
에이치엠넥스,에이치엠넥스,,036170.KQ,company,1,
켐트로스,켐트로스,,220260.KQ,company,1,
무림페이퍼,무림페이퍼,,009200.KS,company,1,
메타바이오메드,메타바이오메드,,059210.KQ,company,1,
바이오니아,바이오니아,,064550.KQ,company,1,
한스바이오메드,한스바이오메드,,042520.KQ,company,1,
알리코제약,알리코제약,,260660.KQ,company,1,
티앤엘,티앤엘,,340570.KQ,company,1,
나이벡,나이벡,,138610.KQ,company,1,
엑세스바이오,엑세스바이오,,950130.KQ,company,1,
옵티팜,옵티팜,,153710.KQ,company,1,
수젠텍,수젠텍,,253840.KQ,company,1,
피플바이오,피플바이오,,304840.KQ,company,1,
오상자이엘,오상자이엘,,053980.KQ,company,1,
레이저옵텍,레이저옵텍,,199550.KQ,company,1,
STX그린로지스,STX그린로지스,,465770.KS,company,1,
엔피씨,엔피씨,,004250.KS,company,1,
휴온스글로벌,휴온스글로벌,,084110.KQ,company,1,
케이엠,케이엠,,083550.KQ,company,1,
두산,두산,,000150.KS,company,1,
마크로젠,마크로젠,,038290.KQ,company,1,
동양,동양,,001520.KS,company,1,
삼익악기,삼익악기,,002450.KS,company,1,
