display,name_kr,name_en,ticker,type,enabled,aliases
동남합성,동남합성,,023450.KS,company,1,
석경에이티,석경에이티,,357550.KQ,company,1,
한일단조,한일단조,,024740.KQ,company,1,
파루,파루,,043200.KQ,company,1,
리노공업,리노공업,,058470.KQ,company,1,
삼보모터스,삼보모터스,,053700.KQ,company,1,
비나텍,비나텍,,126340.KQ,company,1,
코웨이,코웨이,,021240.KS,company,1,
하나투어,하나투어,,039130.KS,company,1,
엑사이엔씨,엑사이엔씨,,054940.KQ,company,1,
코스모신소재,코스모신소재,,005070.KS,company,1,
한글과컴퓨터,한글과컴퓨터,,030520.KQ,company,1,
쎌바이오텍,쎌바이오텍,,049960.KQ,company,1,
와이지-원,와이지-원,,019210.KQ,company,1,
파세코,파세코,,037070.KQ,company,1,
기산텔레콤,기산텔레콤,,035460.KQ,company,1,
LG화학,LG화학,,051910.KS,company,1,
서울옥션,서울옥션,,063170.KQ,company,1,
미래에셋글로벌리츠,미래에셋글로벌리츠,,396690.KS,company,1,
디알텍,디알텍,,214680.KQ,company,1,
우리산업홀딩스,우리산업홀딩스,,072470.KQ,company,1,
엘컴텍,엘컴텍,,037950.KQ,company,1,
바이오스마트,바이오스마트,,038460.KQ,company,1,
상상인,상상인,,038540.KQ,company,1,
에쎈테크,에쎈테크,,043340.KQ,company,1,
에이티넘인베스트,에이티넘인베스트,,021080.KQ,company,1,
기아,기아,,000270.KS,company,1,
코오롱글로벌,코오롱글로벌,,003070.KS,company,1,
SIMPAC,SIMPAC,,009160.KS,company,1,
일진파워,일진파워,,094820.KQ,company,1,
레드캡투어,레드캡투어,,038390.KQ,company,1,
현대엘리베이터,현대엘리베이터,,017800.KS,company,1,
텔레칩스,텔레칩스,,054450.KQ,company,1,
디지틀조선,디지틀조선,,033130.KQ,company,1,
헥토이노베이션,헥토이노베이션,,214180.KQ,company,1,
YG PLUS,YG PLUS,,037270.KS,company,1,
티에프이,티에프이,,425420.KQ,company,1,
신도기연,신도기연,,290520.KQ,company,1,
하림지주,하림지주,,003380.KQ,company,1,
삼지전자,삼지전자,,037460.KQ,company,1,
에스에이티,에스에이티,,060540.KQ,company,1,
두산에너빌리티,두산에너빌리티,,034020.KS,company,1,
코미코,코미코,,183300.KQ,company,1,
동운아나텍,동운아나텍,,094170.KQ,company,1,
에넥스,에넥스,,011090.KS,company,1,
푸른기술,푸른기술,,094940.KQ,company,1,
한솔케미칼,한솔케미칼,,014680.KS,company,1,
삼현철강,삼현철강,,017480.KQ,company,1,
아이쓰리시스템,아이쓰리시스템,,214430.KQ,company,1,
에이스침대,에이스침대,,003800.KQ,company,1,
현우산업,현우산업,,092300.KQ,company,1,
금호에이치티,금호에이치티,,214330.KS,company,1,
세기상사,세기상사,,002420.KS,company,1,
핑거,핑거,,163730.KQ,company,1,
유라테크,유라테크,,048430.KQ,company,1,
빛샘전자,빛샘전자,,072950.KQ,company,1,
세방,세방,,004360.KS,company,1,
셀바스AI,셀바스AI,,108860.KQ,company,1,
에이루트,에이루트,,096690.KQ,company,1,
엘디티,엘디티,,096870.KQ,company,1,
한창산업,한창산업,,079170.KQ,company,1,
인바이오,인바이오,,352940.KQ,company,1,
피씨엘,피씨엘,,241820.KQ,company,1,
부국증권,부국증권,,001270.KS,company,1,
이씨에스,이씨에스,,067010.KQ,company,1,
한국수출포장공업,한국수출포장공업,,002200.KS,company,1,
루닛,루닛,,328130.KQ,company,1,
아진산업,아진산업,,013310.KQ,company,1,
한일철강,한일철강,,002220.KS,company,1,
녹십자홀딩스,녹십자홀딩스,,005250.KS,company,1,
사조대림,사조대림,,003960.KS,company,1,
나노,나노,,187790.KQ,company,1,
TJ미디어,TJ미디어,,032540.KQ,company,1,
강남제비스코,강남제비스코,,000860.KS,company,1,
셀바스헬스케어,셀바스헬스케어,,208370.KQ,company,1,
영우디에스피,영우디에스피,,143540.KQ,company,1,
삼성출판사,삼성출판사,,068290.KS,company,1,
카스,카스,,016920.KQ,company,1,
휴비츠,휴비츠,,065510.KQ,company,1,
유비온,유비온,,084440.KQ,company,1,
이미지스,이미지스,,115610.KQ,company,1,
에스폴리텍,에스폴리텍,,050760.KQ,company,1,
골프존,골프존,,215000.KQ,company,1,
오파스넷,오파스넷,,173130.KQ,company,1,
SG글로벌,SG글로벌,,001380.KS,company,1,
KPX홀딩스,KPX홀딩스,,092230.KS,company,1,
켄코아에어로스페이스,켄코아에어로스페이스,,274090.KQ,company,1,
영화금속,영화금속,,012280.KS,company,1,
키네마스터,키네마스터,,139670.KQ,company,1,
동양파일,동양파일,,228340.KQ,company,1,
동방,동방,,004140.KS,company,1,
화승엔터프라이즈,화승엔터프라이즈,,241590.KS,company,1,
조선선재,조선선재,,120030.KS,company,1,
다스코,다스코,,058730.KS,company,1,
클리오,클리오,,237880.KQ,company,1,
하나29호스팩,하나29호스팩,,454640.KQ,company,1,
LB세미콘,LB세미콘,,061970.KQ,company,1,
피엠티,피엠티,,147760.KQ,company,1,
크래프톤,크래프톤,,259960.KS,company,1,
인크로스,인크로스,,216050.KQ,company,1,
BYC,BYC,,001460.KS,company,1,
코츠테크놀로지,코츠테크놀로지,,448710.KQ,company,1,
THE E&M,THE E&M,,089230.KQ,company,1,
제이아이테크,제이아이테크,,417500.KQ,company,1,
잉글우드랩,잉글우드랩,,950140.KQ,company,1,
에스제이엠,에스제이엠,,123700.KS,company,1,
하나28호스팩,하나28호스팩,,454750.KQ,company,1,
SFA반도체,SFA반도체,,036540.KQ,company,1,
에이텍모빌리티,에이텍모빌리티,,224110.KQ,company,1,
지엠비코리아,지엠비코리아,,013870.KS,company,1,
네오팜,네오팜,,092730.KQ,company,1,
필에너지,필에너지,,378340.KQ,company,1,
미래산업,미래산업,,025560.KS,company,1,
에이블씨엔씨,에이블씨엔씨,,078520.KS,company,1,
한전산업,한전산업,,130660.KS,company,1,
SK증권제10호스팩,SK증권제10호스팩,,457940.KQ,company,1,
엔에이치스팩29호,엔에이치스팩29호,,451700.KQ,company,1,
KB제25호스팩,KB제25호스팩,,455250.KQ,company,1,
유투바이오,유투바이오,,221800.KQ,company,1,
DS단석,DS단석,,017860.KS,company,1,
하나30호스팩,하나30호스팩,,469880.KQ,company,1,
케이엔더블유,케이엔더블유,,105330.KQ,company,1,
세니젠,세니젠,,188260.KQ,company,1,
KB제27호스팩,KB제27호스팩,,464680.KQ,company,1,
쏘닉스,쏘닉스,,088280.KQ,company,1,
미래에셋드림스팩1호,미래에셋드림스팩1호,,442900.KQ,company,1,
SNT다이내믹스,SNT다이내믹스,,003570.KS,company,1,
S-Oil,S-Oil,,010950.KS,company,1,
한국무브넥스,한국무브넥스,,010100.KS,company,1,
팸텍,팸텍,,271830.KQ,company,1,
이수화학,이수화학,,005950.KS,company,1,
케이엔솔,케이엔솔,,053080.KQ,company,1,
흥국,흥국,,010240.KQ,company,1,
도이치모터스,도이치모터스,,067990.KQ,company,1,
DN오토모티브,DN오토모티브,,007340.KS,company,1,
삼진엘앤디,삼진엘앤디,,054090.KQ,company,1,
주연테크,주연테크,,044380.KS,company,1,
대보마그네틱,대보마그네틱,,290670.KQ,company,1,
스맥,스맥,,099440.KQ,company,1,
에코앤드림,에코앤드림,,101360.KQ,company,1,
캐스텍코리아,캐스텍코리아,,071850.KQ,company,1,
마니커에프앤지,마니커에프앤지,,195500.KQ,company,1,
넥스틸,넥스틸,,092790.KS,company,1,
SAMG엔터,SAMG엔터,,419530.KQ,company,1,
윙입푸드,윙입푸드,,900340.KQ,company,1,
대동금속,대동금속,,020400.KQ,company,1,
씨티케이,씨티케이,,260930.KQ,company,1,
다우기술,다우기술,,023590.KS,company,1,
율촌,율촌,,146060.KQ,company,1,
휴맥스,휴맥스,,115160.KQ,company,1,
LX인터내셔널,LX인터내셔널,,001120.KS,company,1,
피씨디렉트,피씨디렉트,,051380.KQ,company,1,
엠케이전자,엠케이전자,,033160.KQ,company,1,
KSS해운,KSS해운,,044450.KS,company,1,
인베니아,인베니아,,079950.KQ,company,1,
LG전자,LG전자,,066570.KS,company,1,
크레버스,크레버스,,096240.KQ,company,1,
산돌,산돌,,419120.KQ,company,1,
SK디앤디,SK디앤디,,210980.KS,company,1,
유일에너테크,유일에너테크,,340930.KQ,company,1,
디케이앤디,디케이앤디,,263020.KQ,company,1,
케스피온,케스피온,,079190.KQ,company,1,
마음AI,마음AI,,377480.KQ,company,1,
엑셈,엑셈,,205100.KQ,company,1,
아이비김영,아이비김영,,339950.KQ,company,1,
누리플랜,누리플랜,,069140.KQ,company,1,
제이에스티나,제이에스티나,,026040.KQ,company,1,
메가엠디,메가엠디,,133750.KQ,company,1,
스톤브릿지벤처스,스톤브릿지벤처스,,330730.KQ,company,1,
엘엠에스,엘엠에스,,073110.KQ,company,1,
오픈놀,오픈놀,,440320.KQ,company,1,
미래에셋증권,미래에셋증권,,006800.KS,company,1,
에코바이오,에코바이오,,038870.KQ,company,1,
나무기술,나무기술,,242040.KQ,company,1,
엠아이큐브솔루션,엠아이큐브솔루션,,373170.KQ,company,1,
파두,파두,,440110.KQ,company,1,
에스엠벡셀,에스엠벡셀,,010580.KS,company,1,
케이알엠,케이알엠,,093640.KQ,company,1,
멀티캠퍼스,멀티캠퍼스,,067280.KQ,company,1,
화성밸브,화성밸브,,039610.KQ,company,1,
삼정펄프,삼정펄프,,009770.KS,company,1,
엔에이치스팩30호,엔에이치스팩30호,,466910.KQ,company,1,
넥스틴,넥스틴,,348210.KQ,company,1,
세림B&G,세림B&G,,340440.KQ,company,1,
KH 필룩스,KH 필룩스,,033180.KS,company,1,
아센디오,아센디오,,012170.KS,company,1,
한국제13호스팩,한국제13호스팩,,464440.KQ,company,1,
강원랜드,강원랜드,,035250.KS,company,1,
케이엔에스,케이엔에스,,432470.KQ,company,1,
웰킵스하이텍,웰킵스하이텍,,043590.KQ,company,1,
NICE,NICE,,034310.KS,company,1,
아모레퍼시픽,아모레퍼시픽,,090430.KS,company,1,
압타바이오,압타바이오,,293780.KQ,company,1,
지니너스,지니너스,,389030.KQ,company,1,
나라셀라,나라셀라,,405920.KQ,company,1,
우진비앤지,우진비앤지,,018620.KQ,company,1,
롯데에너지머티리얼즈,롯데에너지머티리얼즈,,020150.KS,company,1,
원풍,원풍,,008370.KQ,company,1,
동화기업,동화기업,,025900.KQ,company,1,
STX엔진,STX엔진,,077970.KS,company,1,
신화인터텍,신화인터텍,,056700.KQ,company,1,
씨큐브,씨큐브,,101240.KQ,company,1,
에스와이스틸텍,에스와이스틸텍,,365330.KQ,company,1,
세명전기,세명전기,,017510.KQ,company,1,
모베이스전자,모베이스전자,,012860.KQ,company,1,
라온시큐어,라온시큐어,,042510.KQ,company,1,
다날,다날,,064260.KQ,company,1,
미원홀딩스,미원홀딩스,,107590.KS,company,1,
DMS,DMS,,068790.KQ,company,1,
한컴위드,한컴위드,,054920.KQ,company,1,
DXVX,DXVX,,180400.KQ,company,1,
DGP,DGP,,060900.KQ,company,1,
동양이엔피,동양이엔피,,079960.KQ,company,1,
라온테크,라온테크,,232680.KQ,company,1,
금호건설,금호건설,,002990.KS,company,1,
토비스,토비스,,051360.KQ,company,1,
한주라이트메탈,한주라이트메탈,,198940.KQ,company,1,
제이엔비,제이엔비,,452160.KQ,company,1,
코세스,코세스,,089890.KQ,company,1,
파인테크닉스,파인테크닉스,,106240.KQ,company,1,
대성산업,대성산업,,128820.KS,company,1,
에스엘에스바이오,에스엘에스바이오,,246250.KQ,company,1,
체시스,체시스,,033250.KS,company,1,
유비쿼스,유비쿼스,,264450.KQ,company,1,
골드앤에스,골드앤에스,,035290.KQ,company,1,
현대제철,현대제철,,004020.KS,company,1,
한빛레이저,한빛레이저,,452190.KQ,company,1,
까뮤이앤씨,까뮤이앤씨,,013700.KS,company,1,
미원화학,미원화학,,134380.KS,company,1,
이퓨쳐,이퓨쳐,,134060.KQ,company,1,
티사이언티픽,티사이언티픽,,057680.KQ,company,1,
알멕,알멕,,354320.KQ,company,1,
롯데리츠,롯데리츠,,330590.KS,company,1,
라온텍,라온텍,,418420.KQ,company,1,
가온그룹,가온그룹,,078890.KQ,company,1,
와이씨켐,와이씨켐,,112290.KQ,company,1,
캡스톤파트너스,캡스톤파트너스,,452300.KQ,company,1,
폴라리스오피스,폴라리스오피스,,041020.KQ,company,1,
동부건설,동부건설,,005960.KS,company,1,
한화손해보험,한화손해보험,,000370.KS,company,1,
동국알앤에스,동국알앤에스,,075970.KQ,company,1,
삼원강재,삼원강재,,023000.KS,company,1,
삼양패키징,삼양패키징,,272550.KS,company,1,
슈어소프트테크,슈어소프트테크,,298830.KQ,company,1,
이노시뮬레이션,이노시뮬레이션,,274400.KQ,company,1,
교보14호스팩,교보14호스팩,,456490.KQ,company,1,
모두투어,모두투어,,080160.KQ,company,1,
SK오션플랜트,SK오션플랜트,,100090.KS,company,1,
삼영,삼영,,003720.KS,company,1,
톱텍,톱텍,,108230.KQ,company,1,
매커스,매커스,,093520.KQ,company,1,
트루엔,트루엔,,417790.KQ,company,1,
KG스틸,KG스틸,,016380.KS,company,1,
넥슨게임즈,넥슨게임즈,,225570.KQ,company,1,
넥스트아이,넥스트아이,,137940.KQ,company,1,
씨엑스아이,씨엑스아이,,900120.KQ,company,1,
도화엔지니어링,도화엔지니어링,,002150.KS,company,1,
NI스틸,NI스틸,,008260.KS,company,1,
모헨즈,모헨즈,,006920.KQ,company,1,
디와이,디와이,,013570.KS,company,1,
대성미생물,대성미생물,,036480.KQ,company,1,
문배철강,문배철강,,008420.KS,company,1,
제이브이엠,제이브이엠,,054950.KQ,company,1,
WISCOM,WISCOM,,024070.KS,company,1,
파트론,파트론,,091700.KQ,company,1,
한선엔지니어링,한선엔지니어링,,452280.KQ,company,1,
SBS,SBS,,034120.KS,company,1,
아세아텍,아세아텍,,050860.KQ,company,1,
해성옵틱스,해성옵틱스,,076610.KQ,company,1,
동성화인텍,동성화인텍,,033500.KQ,company,1,
엠투아이,엠투아이,,347890.KQ,company,1,
세아특수강,세아특수강,,019440.KS,company,1,
우진엔텍,우진엔텍,,457550.KQ,company,1,
대신밸런스제17호스팩,대신밸런스제17호스팩,,471050.KQ,company,1,
케이티알파,케이티알파,,036030.KQ,company,1,
대신밸런스제16호스팩,대신밸런스제16호스팩,,457630.KQ,company,1,
웅진,웅진,,016880.KS,company,1,
TS인베스트먼트,TS인베스트먼트,,246690.KQ,company,1,
앱코,앱코,,129890.KQ,company,1,
HL만도,HL만도,,204320.KS,company,1,
우리금융지주,우리금융지주,,316140.KS,company,1,
모비데이즈,모비데이즈,,363260.KQ,company,1,
인팩,인팩,,023810.KS,company,1,
비엠티,비엠티,,086670.KQ,company,1,
진양홀딩스,진양홀딩스,,100250.KS,company,1,
애니플러스,애니플러스,,310200.KQ,company,1,
엠씨넥스,엠씨넥스,,097520.KS,company,1,
KB스타리츠,KB스타리츠,,432320.KS,company,1,
한화플러스제4호스팩,한화플러스제4호스팩,,455310.KQ,company,1,
엘앤에프,엘앤에프,,066970.KS,company,1,
한국ANKOR유전,한국ANKOR유전,,152550.KS,company,1,
뉴인텍,뉴인텍,,012340.KQ,company,1,
정원엔시스,정원엔시스,,045510.KQ,company,1,
케이프,케이프,,064820.KQ,company,1,
소프트센,소프트센,,032680.KQ,company,1,
부방,부방,,014470.KQ,company,1,
디에이피,디에이피,,066900.KQ,company,1,
키이스트,키이스트,,054780.KQ,company,1,
유성티엔에스,유성티엔에스,,024800.KQ,company,1,
한빛소프트,한빛소프트,,047080.KQ,company,1,
포스뱅크,포스뱅크,,105760.KQ,company,1,
하나27호스팩,하나27호스팩,,448370.KQ,company,1,
프럼파스트,프럼파스트,,035200.KQ,company,1,
HLB생명과학,HLB생명과학,,067630.KQ,company,1,
자연과환경,자연과환경,,043910.KQ,company,1,
에이디칩스,에이디칩스,,054630.KQ,company,1,
HB인베스트먼트,HB인베스트먼트,,440290.KQ,company,1,
메카로,메카로,,241770.KQ,company,1,
케이엔제이,케이엔제이,,272110.KQ,company,1,
협진,협진,,138360.KQ,company,1,
지노믹트리,지노믹트리,,228760.KQ,company,1,
카이노스메드,카이노스메드,,284620.KQ,company,1,
경인양행,경인양행,,012610.KS,company,1,
이연제약,이연제약,,102460.KS,company,1,
이상네트웍스,이상네트웍스,,080010.KQ,company,1,
나노캠텍,나노캠텍,,091970.KQ,company,1,
코스텍시스,코스텍시스,,355150.KQ,company,1,
베노티앤알,베노티앤알,,206400.KQ,company,1,
티비에이치글로벌,티비에이치글로벌,,084870.KS,company,1,
우리넷,우리넷,,115440.KQ,company,1,
어보브반도체,어보브반도체,,102120.KQ,company,1,
써니전자,써니전자,,004770.KS,company,1,
퓨쳐켐,퓨쳐켐,,220100.KQ,company,1,
씨앤지하이테크,씨앤지하이테크,,264660.KQ,company,1,
컴퍼니케이,컴퍼니케이,,307930.KQ,company,1,
앤씨앤,앤씨앤,,092600.KQ,company,1,
SK증권제11호스팩,SK증권제11호스팩,,472230.KQ,company,1,
원익QnC,원익QnC,,074600.KQ,company,1,
유니셈,유니셈,,036200.KQ,company,1,
한화리츠,한화리츠,,451800.KS,company,1,
KC그린홀딩스,KC그린홀딩스,,009440.KS,company,1,
파로스아이바이오,파로스아이바이오,,388870.KQ,company,1,
퓨런티어,퓨런티어,,370090.KQ,company,1,
에코아이,에코아이,,448280.KQ,company,1,
내츄럴엔도텍,내츄럴엔도텍,,168330.KQ,company,1,
제놀루션,제놀루션,,225220.KQ,company,1,
유진스팩10호,유진스팩10호,,468760.KQ,company,1,
JW신약,JW신약,,067290.KQ,company,1,
하나31호스팩,하나31호스팩,,469900.KQ,company,1,
비엔케이제2호스팩,비엔케이제2호스팩,,473370.KQ,company,1,
KH 건설,KH 건설,,226360.KQ,company,1,
동인기연,동인기연,,111380.KS,company,1,
인텍플러스,인텍플러스,,064290.KQ,company,1,
미래아이앤지,미래아이앤지,,007120.KS,company,1,
아모그린텍,아모그린텍,,125210.KQ,company,1,
경농,경농,,002100.KS,company,1,
이스트소프트,이스트소프트,,047560.KQ,company,1,
상상인제4호스팩,상상인제4호스팩,,452670.KQ,company,1,
싸이버원,싸이버원,,356890.KQ,company,1,
아이패밀리에스씨,아이패밀리에스씨,,114840.KQ,company,1,
지에스이,지에스이,,053050.KQ,company,1,
대림통상,대림통상,,006570.KS,company,1,
지투파워,지투파워,,388050.KQ,company,1,
펨트론,펨트론,,168360.KQ,company,1,
삼성공조,삼성공조,,006660.KS,company,1,
상신전자,상신전자,,263810.KQ,company,1,
코아시아,코아시아,,045970.KQ,company,1,
흥국에프엔비,흥국에프엔비,,189980.KQ,company,1,
피코그램,피코그램,,376180.KQ,company,1,
유니드,유니드,,014830.KS,company,1,
하이제8호스팩,하이제8호스팩,,450050.KQ,company,1,
컨텍,컨텍,,451760.KQ,company,1,
파수,파수,,150900.KQ,company,1,
브레인즈컴퍼니,브레인즈컴퍼니,,099390.KQ,company,1,
유니드비티플러스,유니드비티플러스,,446070.KS,company,1,
비보존 제약,비보존 제약,,082800.KQ,company,1,
세경하이테크,세경하이테크,,148150.KQ,company,1,
아우딘퓨쳐스,아우딘퓨쳐스,,227610.KQ,company,1,
플리토,플리토,,300080.KQ,company,1,
NAVER,NAVER,,035420.KS,company,1,
시스웍,시스웍,,269620.KQ,company,1,
티피씨글로벌,티피씨글로벌,,130740.KQ,company,1,
엔브이에이치코리아,엔브이에이치코리아,,067570.KQ,company,1,
유니테크노,유니테크노,,241690.KQ,company,1,
이수스페셜티케미컬,이수스페셜티케미컬,,457190.KS,company,1,
범양건영,범양건영,,002410.KS,company,1,
오로라,오로라,,039830.KQ,company,1,
이리츠코크렙,이리츠코크렙,,088260.KS,company,1,
아이크래프트,아이크래프트,,052460.KQ,company,1,
와토스코리아,와토스코리아,,079000.KQ,company,1,
그린플러스,그린플러스,,186230.KQ,company,1,
에스피시스템스,에스피시스템스,,317830.KQ,company,1,
하나금융지주,하나금융지주,,086790.KS,company,1,
삼성물산,삼성물산,,028260.KS,company,1,
이노뎁,이노뎁,,303530.KQ,company,1,
휴마시스,휴마시스,,205470.KQ,company,1,
BNK금융지주,BNK금융지주,,138930.KS,company,1,
더블유에스아이,더블유에스아이,,299170.KQ,company,1,
진시스템,진시스템,,363250.KQ,company,1,
한샘,한샘,,009240.KS,company,1,
새로닉스,새로닉스,,042600.KQ,company,1,
핀텔,핀텔,,291810.KQ,company,1,
현대지에프홀딩스,현대지에프홀딩스,,005440.KS,company,1,
휴림에이텍,휴림에이텍,,078590.KQ,company,1,
아이에이치큐,아이에이치큐,,003560.KS,company,1,
샌즈랩,샌즈랩,,411080.KQ,company,1,
사조씨푸드,사조씨푸드,,014710.KS,company,1,
삼성화재해상보험,삼성화재해상보험,,000810.KS,company,1,
화천기계,화천기계,,010660.KS,company,1,
대성에너지,대성에너지,,117580.KS,company,1,
티케이지휴켐스,티케이지휴켐스,,069260.KS,company,1,
원익IPS,원익IPS,,240810.KQ,company,1,
삼진,삼진,,032750.KQ,company,1,
큐로홀딩스,큐로홀딩스,,051780.KQ,company,1,
넥스트칩,넥스트칩,,396270.KQ,company,1,
사피엔반도체,사피엔반도체,,452430.KQ,company,1,
제테마,제테마,,216080.KQ,company,1,
푸드웰,푸드웰,,005670.KQ,company,1,
샤페론,샤페론,,378800.KQ,company,1,
메드팩토,메드팩토,,235980.KQ,company,1,
나노팀,나노팀,,417010.KQ,company,1,
미원상사,미원상사,,002840.KS,company,1,
예스24,예스24,,053280.KQ,company,1,
코오롱생명과학,코오롱생명과학,,102940.KQ,company,1,
폴라리스세원,폴라리스세원,,234100.KQ,company,1,
서전기전,서전기전,,189860.KQ,company,1,
HL홀딩스,HL홀딩스,,060980.KS,company,1,
LG생활건강,LG생활건강,,051900.KS,company,1,
테크윙,테크윙,,089030.KQ,company,1,
오로스테크놀로지,오로스테크놀로지,,322310.KQ,company,1,
에스디생명공학,에스디생명공학,,217480.KQ,company,1,
큐알티,큐알티,,405100.KQ,company,1,
바이오인프라,바이오인프라,,199730.KQ,company,1,
에스케이바이오팜,에스케이바이오팜,,326030.KS,company,1,
LB인베스트먼트,LB인베스트먼트,,309960.KQ,company,1,
SK케미칼,SK케미칼,,285130.KS,company,1,
피제이전자,피제이전자,,006140.KQ,company,1,
에스제이엠홀딩스,에스제이엠홀딩스,,025530.KS,company,1,
후성,후성,,093370.KS,company,1,
신성이엔지,신성이엔지,,011930.KS,company,1,
케이웨더,케이웨더,,068100.KQ,company,1,
조일알미늄,조일알미늄,,018470.KS,company,1,
큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,,445680.KQ,company,1,
엠플러스,엠플러스,,259630.KQ,company,1,
자람테크놀로지,자람테크놀로지,,389020.KQ,company,1,
엑스페릭스,엑스페릭스,,317770.KQ,company,1,
피엔티,피엔티,,137400.KQ,company,1,
KG이니시스,KG이니시스,,035600.KQ,company,1,
가온전선,가온전선,,000500.KS,company,1,
KG모빌리언스,KG모빌리언스,,046440.KQ,company,1,
DRB동일,DRB동일,,004840.KS,company,1,
포인트엔지니어링,포인트엔지니어링,,256630.KQ,company,1,
아톤,아톤,,158430.KQ,company,1,
지엔씨에너지,지엔씨에너지,,119850.KQ,company,1,
디케이티,디케이티,,290550.KQ,company,1,
소마젠,소마젠,,950200.KQ,company,1,
라이콤,라이콤,,388790.KQ,company,1,
흥아해운,흥아해운,,003280.KS,company,1,
LS머트리얼즈,LS머트리얼즈,,417200.KQ,company,1,
뷰티스킨,뷰티스킨,,406820.KQ,company,1,
이노인스트루먼트,이노인스트루먼트,,215790.KQ,company,1,
씨싸이트,씨싸이트,,109670.KQ,company,1,
브이티,브이티,,018290.KQ,company,1,
SK증권제9호스팩,SK증권제9호스팩,,455910.KQ,company,1,
이루온,이루온,,065440.KQ,company,1,
하이록코리아,하이록코리아,,013030.KQ,company,1,
롯데렌탈,롯데렌탈,,089860.KS,company,1,
PI첨단소재,PI첨단소재,,178920.KS,company,1,
일진하이솔루스,일진하이솔루스,,271940.KS,company,1,
정다운,정다운,,208140.KQ,company,1,
HD현대건설기계,HD현대건설기계,,267270.KS,company,1,
BGF에코머티리얼즈,BGF에코머티리얼즈,,126600.KQ,company,1,
국일제지,국일제지,,078130.KQ,company,1,
피엔티엠에스,피엔티엠에스,,257370.KQ,company,1,
모아데이타,모아데이타,,288980.KQ,company,1,
덕우전자,덕우전자,,263600.KQ,company,1,
광전자,광전자,,017900.KS,company,1,
기가비스,기가비스,,420770.KQ,company,1,
에코볼트,에코볼트,,097780.KQ,company,1,
비덴트,비덴트,,121800.KQ,company,1,
나노씨엠에스,나노씨엠에스,,247660.KQ,company,1,
저스템,저스템,,417840.KQ,company,1,
티엘비,티엘비,,356860.KQ,company,1,
한국캐피탈,한국캐피탈,,023760.KQ,company,1,
시공테크,시공테크,,020710.KQ,company,1,
비트컴퓨터,비트컴퓨터,,032850.KQ,company,1,
현대글로비스,현대글로비스,,086280.KS,company,1,
메디아나,메디아나,,041920.KQ,company,1,
현대퓨처넷,현대퓨처넷,,126560.KS,company,1,
스튜디오삼익,스튜디오삼익,,415380.KQ,company,1,
쏠리드,쏠리드,,050890.KQ,company,1,
피에스케이홀딩스,피에스케이홀딩스,,031980.KQ,company,1,
한성기업,한성기업,,003680.KS,company,1,
메쎄이상,메쎄이상,,408920.KQ,company,1,
제이스코홀딩스,제이스코홀딩스,,023440.KQ,company,1,
현대백화점,현대백화점,,069960.KS,company,1,
신라교역,신라교역,,004970.KS,company,1,
뉴로메카,뉴로메카,,348340.KQ,company,1,
코미팜,코미팜,,041960.KQ,company,1,
버킷스튜디오,버킷스튜디오,,066410.KQ,company,1,
비에이치,비에이치,,090460.KS,company,1,
금양,금양,,001570.KS,company,1,
대성홀딩스,대성홀딩스,,016710.KS,company,1,
나우IB,나우IB,,293580.KQ,company,1,
IBKS제24호스팩,IBKS제24호스팩,,469480.KQ,company,1,
에스아이리소스,에스아이리소스,,065420.KQ,company,1,
HD현대,HD현대,,267250.KS,company,1,
마이크로컨텍솔,마이크로컨텍솔,,098120.KQ,company,1,
영원무역홀딩스,영원무역홀딩스,,009970.KS,company,1,
코퍼스코리아,코퍼스코리아,,322780.KQ,company,1,
HD현대에너지솔루션,HD현대에너지솔루션,,322000.KS,company,1,
오킨스전자,오킨스전자,,080580.KQ,company,1,
현대공업,현대공업,,170030.KQ,company,1,
더블유게임즈,더블유게임즈,,192080.KS,company,1,
현대그린푸드,현대그린푸드,,453340.KS,company,1,
세아베스틸지주,세아베스틸지주,,001430.KS,company,1,
DB하이텍,DB하이텍,,000990.KS,company,1,
아주IB투자,아주IB투자,,027360.KQ,company,1,
CMG제약,CMG제약,,058820.KQ,company,1,
코람코라이프인프라리츠,코람코라이프인프라리츠,,357120.KS,company,1,
케이카,케이카,,381970.KS,company,1,
명신산업,명신산업,,009900.KS,company,1,
동방선기,동방선기,,099410.KQ,company,1,
농심홀딩스,농심홀딩스,,072710.KS,company,1,
코난테크놀로지,코난테크놀로지,,402030.KQ,company,1,
평화산업,평화산업,,090080.KS,company,1,
이크레더블,이크레더블,,092130.KQ,company,1,
케이탑리츠,케이탑리츠,,145270.KS,company,1,
윈하이텍,윈하이텍,,192390.KQ,company,1,
대림제지,대림제지,,017650.KQ,company,1,
에이에프더블류,에이에프더블류,,312610.KQ,company,1,
일승,일승,,333430.KQ,company,1,
세원물산,세원물산,,024830.KQ,company,1,
케이티,케이티,,030200.KS,company,1,
뷰노,뷰노,,338220.KQ,company,1,
영원무역,영원무역,,111770.KS,company,1,
서플러스글로벌,서플러스글로벌,,140070.KQ,company,1,
아시아종묘,아시아종묘,,154030.KQ,company,1,
아이센스,아이센스,,099190.KQ,company,1,
에코프로에이치엔,에코프로에이치엔,,383310.KQ,company,1,
이수페타시스,이수페타시스,,007660.KS,company,1,
대한제강,대한제강,,084010.KS,company,1,
